strain,mds1,mds2,mds_label,predicted_outlier_status,predicted_LOF_outlier_status,X_scores
A/Thailand/CU-B7596/2013,-0.055983379478343455,20.178318500332608,25,1,1,-0.9685032006106568
A/Thailand/CU-B7765/2013,-0.12305089329537973,19.447412893278788,25,1,1,-1.042766246366173
A/Thailand/G1-027/2013,-0.044351441006793585,20.145698983108534,25,1,1,-0.9711448984642692
A/Thailand/G2-069/2013,-0.06725528295020884,20.167035689047413,25,1,1,-0.968116868468233
A/Thailand/CU-B8849/2014,0.6084160168069827,19.480642786402235,25,1,1,-1.1435328195136074
A/Hangzhou/A379/2012,-0.2860178678915992,20.689167324030485,25,1,1,-0.9853346761826801
A/NewMexico/09/2013,1.3788539382024343,19.90280571415261,-1,1,1,-1.3102449450320413
A/Tehran/64548/2014,0.641639052629795,19.26439935456023,25,1,1,-1.2134122412048403
A/Thailand/CU-B7755/2013,-0.24641160478083146,20.636865415619845,25,1,1,-0.9789313619998568
A/Thailand/CU-B8121/2013,-0.2545900613855171,20.656026783778263,25,1,1,-0.9841606746030666
A/Thailand/CU-B7585/2013,-0.060517171400131825,20.18231484592256,25,1,1,-0.9689112316510945
A/Thailand/CU-B7418/2013,-0.8575494983370702,21.43056109663563,25,1,1,-1.13213752560732
A/Thailand/CU-B7536/2013,-0.35605701521761,20.710985520708327,25,1,1,-1.0091656721651403
A/Thailand/CU-B7885/2013,-0.2655039058437293,19.85104200488457,25,1,1,-0.9728126021646762
A/Korea/3419/2013,-0.8186649951498228,21.426810080118454,25,1,1,-1.12304508190496
A/Niigata/13F173/2014,-0.6931791877558311,21.305898087937997,25,1,1,-1.0661973507381566
A/Alaska/04/2013,1.1438214432250635,18.587880225991658,-1,1,1,-1.347662259106751
A/Korea/3402/2013,-0.17284025899932035,20.664177015645073,25,1,1,-0.9870477198254918
A/California/07/2014,-1.6552759148916067,22.445451693379454,-1,1,1,-1.084412634727647
A/Thailand/CU-C4507/2014,-3.1622829965104318,23.978596268209948,24,1,1,-0.9922353270192357
A/Thailand/CU-A134/2013,-0.9092442945437108,20.18083698161697,25,1,1,-1.1420622238219402
A/Thailand/CU-A166/2013,-0.8345247478263195,21.449939916103915,25,1,1,-1.1245298749874881
A/Thailand/CU-B8222/2013,-0.4290299348221421,21.022338373184482,25,1,1,-1.0637435189927502
A/Texas/3521/2013,-1.523463960699001,22.427232934648853,-1,1,1,-1.0926737386371879
A/Georgia/03/2013,-0.6123263611810056,21.381601516992067,25,1,1,-1.0723336610717982
A/Alaska/01/2014,-0.7347326320574558,21.361510849054717,25,1,1,-1.0850689893803271
A/Hawaii/3416/2013,-2.5201640788354838,23.273068073546792,24,1,1,-0.9740953896617282
A/SaoPaulo/11079/2013,-2.5070683206672517,23.28014672535261,24,1,1,-0.9742731277023143
A/Michigan/03/2013,-3.5975869305769,24.497564721224514,-1,1,1,-1.0962252038866083
A/Thailand/G1-016/2013,-2.4751382824471366,23.241290489911837,24,1,1,-0.9766885952256417
A/Japan/NHRC399384/2013,-5.6554997417446655,25.93749623247228,-1,1,1,-1.0115273030101621
A/NewYork/08/2013,-0.42043585507657294,21.715273623789454,25,1,1,-1.1682188509995957
A/Wisconsin/14/2013,-1.1300654021051937,23.45762632204461,-1,1,1,-1.1518350134678301
A/Ontario/023/2013,-0.3128163800972471,21.450166545364606,25,1,1,-1.0618846596878018
A/Thailand/CU-H3567/2013,-1.604978193692444,22.388670668392425,-1,1,1,-1.0911188567010597
A/Thailand/CU-B7483/2013,-0.04947908983941785,20.412546935511607,25,1,1,-0.96455434888216
A/Hawaii/3440/2013,-2.7529905990732426,23.25030519073589,24,1,1,-0.9904943127943765
A/Thailand/CU-A153/2013,0.644910563304952,19.585093011909247,25,1,1,-1.1374400946734515
A/Thailand/CU-A305/2013,-2.928022272536013,23.41552148785781,24,1,1,-0.995960182685676
A/Thailand/PY12558/2013,1.8073414951292068,18.461240965935826,-1,1,1,-1.4090532107267877
A/BritishColumbia/39/2014,-5.4513857608449925,25.72048573551454,-1,1,1,-1.0145540004845324
A/Japan/3757/2014,-2.255860254078197,22.609640700773998,24,1,1,-0.9969257063201054
A/Niigata/13F071/2014,-2.791559362621256,23.0673259596106,24,1,1,-0.9930939387421249
A/Niigata/13F335/2014,-6.814635002629876,27.428536571055627,-1,1,1,-1.1051534727705712
A/Niigata/13F416/2014,-8.47266355160678,28.85160020754641,-1,1,1,-1.428125035107214
A/Georgia/393/2014,-3.8957333252893807,24.409467810370856,-1,1,1,-1.062744425886189
A/Thailand/G1-043/2013,-3.953279220717784,22.98299052440569,-1,1,1,-1.0309627764674238
A/Indiana/05/2014,-8.035540427421921,28.829110786698603,-1,1,1,-1.365070050442314
A/Iowa/01/2014,-10.191077285068506,28.21272298018816,-1,1,-1,-1.553045198160476
A/Utah/07/2014,-11.830632296787732,31.16343035639948,-1,1,-1,-1.9996871087375232
A/Niigata/13NU003/2014,-11.826798139690153,31.164287757700077,-1,1,-1,-2.000809247442246
A/Thailand/CU-H3584/2013,-5.259156232303724,24.26810483557759,-1,1,1,-1.0080567290875655
A/Thailand/CU-H3595/2014,-0.5969516624731952,20.06995357422582,25,1,1,-1.0073506822045917
A/California/22/2013,-1.891232902400365,22.255508395841584,-1,1,1,-1.0371497293200749
A/Iran/116/2014,1.7617390727399045,20.658783245775112,-1,1,-1,-1.5935790998576143
A/Shiraz/1005/2015,1.7618552500405202,20.658690589663934,-1,1,-1,-1.593606084449035
A/Thailand/CU-B8772/2013,-2.6344151106580087,21.234439351869508,-1,1,1,-1.196203007350208
A/Thailand/CU-A598/2014,-4.147629607279123,20.830703653915922,-1,1,-1,-1.5587638927435936
A/Thailand/CU-C4364/2013,-0.343820791329714,20.00307771640464,25,1,1,-0.9833335681303058
A/Thailand/CU-C4406/2014,-0.13472773560912701,19.5663446893452,25,1,1,-0.9884244098293596
A/Thailand/CU-C4546/2014,-0.18717242308653664,18.508294440885564,-1,1,1,-1.3600798038374144
A/Thailand/CU-C4655/2014,0.5487357979709232,11.477129920528546,-1,1,1,-1.1481796996090603
A/Minnesota/05/2013,-3.1245460048837117,23.957654748321023,24,1,1,-0.9917885893986101
A/Thailand/CU-B8745/2013,-2.8485042647848497,23.92052925066925,24,1,1,-0.9870547474978444
A/Thailand/G2-030/2013,-0.8681608796788803,22.80797506719421,-1,1,1,-1.2771220988519714
A/Thailand/CU-A196/2013,-0.6209735489741951,10.746129068594039,-1,1,1,-1.1902275537120965
A/Thailand/CU-A7/2013,-0.6739573749983765,11.596130521201294,-1,1,1,-1.0630884316350835
A/Iran/91244/2014,2.1532241891648223,19.61691252088238,-1,1,1,-1.479455996174961
A/Alabama/07/2013,-5.648626499327091,24.895462368453842,-1,1,1,-1.0040476474041597
A/Ontario/013/2013,-3.540654953671254,23.057426662526908,24,1,1,-0.9899549126329867
A/Budapest/1514A07805419T/2013,-5.768927419138907,25.035028486346608,-1,1,1,-0.9976107107944566
A/Ontario/017/2013,-5.757487838534782,25.04849031751112,-1,1,1,-0.9974526478193996
A/Kabul/1514A01305424T/2013,-7.64688421221485,26.781683795427178,-1,1,1,-1.1091760935269241
A/Kabul/1514A01305426N/2013,-5.429202718560319,24.86839771095356,-1,1,1,-1.0001966733432757
A/Kabul/1514A01305436N/2013,-5.414367290871668,24.856699726082848,-1,1,1,-1.0030052855216147
A/Kabul/1514A01305430N/2013,-3.5656192224668213,23.071659831915568,24,1,1,-0.9899549123086345
A/Ontario/015/2013,-6.944347778675286,24.598561257363855,-1,1,1,-1.042557373496751
A/Colorado/18/2012,-3.4995750547117086,22.35329670491653,-1,1,1,-1.0426196754195307
A/Guam/3188/2012,-7.400228451394592,25.710514220319638,-1,1,1,-1.0144571453046454
A/Guam/3189/2012,-7.400309913603383,25.710163286834785,-1,1,1,-1.014457460661069
A/Ontario/030/2012,-3.5406549617273373,23.05742666848095,24,1,1,-0.9899549123086345
A/California/13/2013,-2.0912617269011933,19.549867604353345,-1,1,-1,-1.601731216379605
A/Michigan/25/2012,0.4864261774461352,20.178558987799125,25,1,1,-1.0034044086182692
A/SouthDakota/3100/2012,-5.487041474252198,24.26380908431075,-1,1,1,-1.0152923836751628
A/SouthDakota/12/2012,-7.6502767228206165,26.12559155337655,-1,1,1,-1.049259166986181
A/China/41691/2013,-7.6354547031223,26.123003206846377,-1,1,1,-1.0495216444839657
A/NorthCarolina/05/2013,4.662682959981696,19.78710610585743,-1,1,-1,-1.8517936478305823
A/Kansas/04/2013,-4.11126204297284,25.54137538476148,-1,1,1,-1.062558204584812
A/Thailand/CU-C4087/2013,-6.624873982723884,26.99113670047381,-1,1,1,-1.0286523665477894
A/Alaska/05/2013,-4.559713939222597,18.12551357761195,36,1,1,-1.126878689714593
A/Alaska/06/2013,-5.827950218557483,18.567594917975846,-1,1,1,-1.3591208967018005
A/Guangdong/54/2013,-2.2291361423708937,15.98738725853528,-1,1,1,-1.0813928730926858
A/Japan/NHRC399396/2013,-4.636657622713946,18.149987808369275,-1,1,1,-1.291725014010435
A/Japan/NHRC399399/2013,-4.5868994589478564,18.127526688298065,-1,1,1,-1.1663556400688884
A/Texas/3249/2013,-2.603092172251974,16.49557381265563,-1,1,1,-0.9874057842020928
A/Texas/81/2012,-3.5837104306369367,17.433052251075395,-1,1,1,-1.0140851538843614
A/MexicoCity/1514A00905324N/2013,-2.8898722152731287,15.535023599209113,-1,1,1,-1.2278744397771186
A/California/41/2012,-3.0611230920233083,16.14270307609749,-1,1,1,-1.0730135733889563
A/Ontario/036/2013,-7.207856510908508,19.887034989834387,-1,1,1,-1.2066480724237654
A/Japan/3403/2013,-4.066510069542054,17.93345432629373,36,1,1,-0.9963483102496367
A/Thailand/SN11893/2013,-4.2353091860161785,16.217103063991548,-1,1,-1,-1.7434563562184877
A/Hawaii/24/2012,-3.9381256439867527,17.602762265243175,36,1,1,-1.0153457346262955
A/NewYork/35/2012,-7.30412430186862,19.996282957579336,-1,1,1,-1.1527716420356144
A/Florida/12/2013,-4.023664659026752,19.65980905791632,-1,1,-1,-3.352161500163669
A/California/31/2012,-2.431759483968245,17.240308851571857,-1,1,1,-0.9903705078349464
A/Hawaii/13/2012,-1.9099704473204333,16.925914928756097,-1,1,1,-1.0059730447124209
A/Cambodia/W1023355/2012,-0.6598414877905964,16.880115680384268,-1,1,1,-1.1877653171194626
A/Hawaii/21/2012,-1.37240796763352,16.11442924161128,-1,1,1,-1.142990602688107
A/Idaho/20/2012,-2.0130452365650737,17.16214266563953,-1,1,1,-1.011492546743307
A/Thailand/KS10521/2012,-2.1719725237689627,17.475781280586794,-1,1,1,-1.0480055714693866
A/Japan/3060/2012,-1.418179541257571,14.955336940661487,-1,1,1,-1.3354134255408048
A/Maryland/29/2012,-2.5791036680113115,16.585747569350413,-1,1,1,-0.970098234975017
A/Michigan/23/2013,-2.4765428274587653,17.83971407280328,-1,1,1,-1.1277542749885723
A/MexicoCity/1514A00905315N/2013,-2.6783071780614973,16.854011882745084,-1,1,1,-0.9655363591654357
A/Illinois/12/2012,-2.360714153873674,16.665668226120886,-1,1,1,-0.9754793800484844
A/Colorado/17/2012,-2.487381057322751,16.73085436157558,-1,1,1,-0.9765410391321263
A/Washington/33/2012,-2.751307749440477,17.03844220556283,-1,1,1,-0.9614433793805068
A/Thailand/CU-B7189/2012,-2.1338278395644297,15.862909543532266,-1,1,1,-1.094456864789389
A/Thailand/CU-H3434/2012,-2.456570353831335,16.44494685832651,-1,1,1,-0.9885085994028897
A/Thailand/CU-H3490/2012,-2.4050484721756966,16.135890615828313,-1,1,1,-1.047034799709134
A/Thailand/VIROAF1CS/2012,-2.875518822940581,16.825213550942255,-1,1,1,-0.9570940711338436
A/Thailand/VIROAF1/2012,-3.8060723361749513,17.50194971803798,36,1,1,-1.0071233508091382
A/Guangdong/9/2013,-3.610666295320967,16.323087158192276,-1,1,1,-1.2802049530807043
A/Tehran/74532/2014,-4.499137534212917,18.512644858349237,36,1,1,-1.355850951379856
A/China/39207/2012,-1.365224894485601,16.37766365343148,-1,1,1,-1.1169637994468453
A/China/41303/2012,-2.8852827569073147,18.28504809739868,-1,1,1,-1.3111160093609913
A/Thailand/CU-B6251/2012,-1.324405902080891,17.153445766506852,-1,1,1,-1.0895930314542412
A/Zhongshan/01/2013,-3.502596699175519,17.611777689518146,-1,1,1,-1.0105410562087724
A/Oklahoma/3405/2013,-11.447756090275496,23.51076250506464,32,1,1,-0.9745906934774051
A/NewMexico/08/2013,-3.0823155783978464,18.49418602188804,-1,1,1,-1.4001357746765615
A/Tunisia/2494/2013,0.16209095810668225,15.7125643862727,-1,1,1,-1.3327812028776942
A/Tehran/81951/2014,-1.1051221480548432,18.094146610368377,-1,1,1,-1.3732997911227383
A/Wisconsin/20/2012,-0.2891201482315193,14.742469585360489,-1,1,1,-1.3857265216695762
A/Bangkok/FLU_PMKA1400/2011,-2.7589356124924507,11.221078073971603,31,1,1,-1.1507988505155442
A/Bangkok/FLU_PMKA1464/2011,-3.802070616161589,11.901269705535631,31,1,1,-1.0377819866155034
A/Bangkok/FLU_PMKA1561/2011,-3.14092935650821,12.003235066595687,31,1,1,-1.0123881595160091
A/Bangkok/FLU_PMKA1573/2011,-3.104958199414361,11.943401667833552,31,1,1,-1.0180010428930064
A/Thailand/CU-B5928/2011,-3.788058975095301,13.03046372729838,31,1,1,-0.9882885576323339
A/Thailand/KS10406/2011,-3.6663340805689315,12.981739846747887,31,1,1,-1.00098683468081
A/Thailand/CU-H2989/2011,-4.25244399045556,11.9282687116103,31,1,1,-1.1069701435096493
A/Thailand/FLU_PMKA1633/2011,-3.772248578775589,13.025035893544125,31,1,1,-0.9881472816540198
A/Thailand/SN11650/2011,-3.7938590419708538,13.025705229540119,31,1,1,-0.9873335684244413
A/Thailand/SR08183/2011,-3.141870384979672,11.88605709849898,31,1,1,-1.0152345639725215
A/Thailand/CU-B4929/2011,-3.9735725483003055,11.91166750648201,31,1,1,-1.047485027311803
A/Thailand/CU-B5593/2011,-4.117209346694871,11.467374343782005,31,1,1,-1.119189593357452
A/Thailand/CU-B5909/2011,-4.0181545263760965,12.679970208389273,31,1,1,-1.090327065699169
A/Bangkok/FLU_PMKA1480/2011,-3.0775624695633432,11.846283213766634,31,1,1,-1.0196347267231078
A/Idaho/11/2012,-3.633351190502632,12.724936385533304,31,1,1,-1.0233081255566832
A/Ontario/027/2012,-2.676367998638568,12.017409903228721,31,1,1,-1.0783543645856408
A/Thailand/CU-B5614/2011,-3.310722105412227,11.750437739207053,31,1,1,-1.01117678051372
A/Thailand/CU-B6274/2012,-3.6072389827248057,13.338595149183964,31,1,1,-1.0725195662375242
A/Hangzhou/A101/2012,-3.781302809698032,13.024635406043569,31,1,1,-0.9880562573344817
A/Thailand/CU-B5541/2011,-3.1044448048879194,13.905256321045606,31,1,1,-1.2405408274144658
A/Bangkok/FLU_PMKB0204/2011,-3.7714387803681673,12.41109711799408,31,1,1,-1.0879294080505029
A/Thailand/CU-B6091/2012,-2.998213648899281,13.817144302726692,31,1,1,-1.1521722420426923
A/Ontario/021/2012,-5.0435649061056615,12.321249157376794,31,1,1,-1.4498609266680251
A/Thailand/SP11679/2012,-4.576229119632042,11.989286368775742,31,1,1,-1.162712612007422
A/Quebec/010/2012,-3.5782657965415656,13.526400075628882,31,1,1,-1.4488506854536276
A/Thailand/CU-B4844/2011,-2.677840265110372,12.860399062157194,31,1,1,-1.261379927486285
A/Thailand/CU-B5873/2011,-4.344214222999531,13.270058866041555,31,1,1,-1.0074585734397785
A/Thailand/MR11632/2012,-3.612256929130775,14.360140585844677,31,1,1,-1.4869332101748054
A/Hangzhou/A98/2012,-3.961857661625229,13.112165870058673,31,1,1,-0.9576408932144064
A/Hangzhou/B98/2012,-4.236623462874486,13.278330641641311,31,1,1,-1.005156150961466
A/Hangzhou/A110/2012,-4.0102931524885355,13.108507030976925,31,1,1,-0.943937110974953
A/NewYork/01/2012,-3.95495941733838,13.075046188286155,31,1,1,-0.9531750105604727
A/Hangzhou/B102/2012,-4.425877944812799,13.348174977287226,31,1,1,-1.0259871549330115
A/Korea/18/2012,-5.17852973934443,13.611043379383357,31,1,1,-1.2954887713711913
A/Korea/47/2012,-4.440372758697502,13.358626447660734,31,1,1,-1.030652127727208
A/Korea/KUMC-GR590/2011,-4.420179453241282,13.354672015118375,31,1,1,-1.0256459553235189
A/Korea/KUMC-GR281/2011,-2.8151710658521605,11.974954815303636,31,1,1,-1.0449265388780438
A/Korea/KUMC-GR285/2011,-5.100106794922649,13.769446939635287,31,1,1,-1.2949444498196414
A/Korea/KUMC-GR47/2011,-4.43298112869197,13.352273805229135,31,1,1,-1.0283611626496791
A/Thailand/FLUETBSV0120/2012,-3.3464001698821084,12.343646328586516,31,1,1,-1.045028834148003
A/Hangzhou/A109/2012,-4.9097455022963015,13.673195768769796,31,1,1,-1.2014206651819834
A/China/38887/2012,-1.062751447420578,12.755320169821387,-1,1,1,-1.0432794525303684
A/Hangzhou/A399/2012,-2.6146860250408057,13.892132222990297,31,1,1,-1.2082927770221799
A/Illinois/13/2012,-1.7782560378599008,12.87556312570317,-1,1,1,-1.1661571216543754
A/Oklahoma/05/2012,-4.205889625955397,15.198416069361937,-1,1,1,-1.4404435047939401
A/Hangzhou/B360/2012,-4.160983856494449,14.548155078626024,-1,1,-1,-1.7375340470471083
A/BritishColumbia/019/2012,-4.771391883663672,13.686378662300935,31,1,1,-1.1541752593622638
A/Krasnoyarsk/10/2012,-3.3787833328717047,11.708119736882416,31,1,1,-1.0247937979045987
A/Kyrgyzstan/40/2012,-3.4224583777109028,11.810660926134856,31,1,1,-1.0092255637946095
A/Novosibirsk/155/2012,-3.959575937722237,12.490859943803006,31,1,1,-1.2128881109748035
A/Novosibirsk/16/2012,-4.188050823709655,12.554454807406492,31,1,1,-1.3477069173760512
A/Novosibirsk/22/2012,-3.7653547789689257,11.673980312367833,31,1,1,-1.0331584741907167
A/Vermont/14/2012,-3.2371772592581136,11.481785415183328,31,1,1,-1.0811715245634015
A/Thailand/CU-B5697/2011,-4.188587994315246,11.87911840340979,31,1,1,-1.098580153685679
A/Thailand/CU-B5900/2011,-4.211822777081884,11.890231030274803,31,1,1,-1.0999934197828085
A/Korea/37/2012,-4.348312915844944,13.244757929823832,31,1,1,-1.0058814073714002
A/Thailand/MR10547/2011,-4.564630346714687,13.40401337145556,31,1,1,-1.032522954893399
A/Tyumen/03/2012,-4.358916217540156,13.302178472190874,31,1,1,-1.0143924452680544
A/Zhongshan/01/2012,-3.3964128024030535,12.392315646141956,31,1,1,-1.0547477753960188
A/Hangzhou/A89/2012,-3.0669273817419636,12.431618870952484,31,1,1,-1.0706437316746305
A/Hawaii/23/2012,-4.404233199508698,11.907629725462494,31,1,1,-1.130446259961102
A/Pennsylvania/09/2012,-4.999786929489121,12.1489715775049,31,1,1,-1.345320465464249
A/China/38888/2012,-3.4133227839158384,12.307640661489822,31,1,1,-1.0308932938606348
A/Hangzhou/B87/2012,-3.537429804492516,11.132915283600186,31,1,1,-1.1606220041380007
A/Guangdong/85/2015,-2.246755885496896,13.417277333961685,31,1,1,-1.0481149453798424
A/Hangzhou/A389/2012,-2.2311312124327385,13.396338297439529,31,1,1,-1.0488484806986071
A/Thailand/CU-B6936/2012,-3.451335237660725,14.668487747794215,31,1,1,-1.3855050010834862
A/Thailand/CU-H3368/2012,-2.3288363758556794,13.242380062438734,31,1,1,-1.143195739041646
A/Thailand/CU-H3435/2012,-2.8480858203964177,14.513550346925928,-1,1,1,-1.1370671332370692
A/Thailand/CU-H3453/2012,-2.99939342735582,14.382476636385714,-1,1,1,-1.1938473655977833
A/Myanmar/FLUEBMSV00004/2011,-3.662233188854125,12.405109339459825,31,1,1,-1.0898835485884888
A/Minnesota/25/2011,-5.0690459086894855,13.648881129857378,31,1,1,-1.2533888272348372
A/Prague/1514A06404885N/2012,-2.9954285755211965,12.904930688734716,31,1,1,-1.4708181781892484
A/Hangzhou/B319/2012,-5.9644758466819905,14.018844535471619,-1,1,-1,-1.5172379787757084
A/Hangzhou/B334/2012,-7.756125465566799,15.398468014360976,-1,1,1,-1.2508007973608712
A/HongKong/1514A01704826T/2011,-0.7923939494911638,13.318982274549864,-1,1,1,-1.0833797363147828
A/SouthCarolina/14/2012,-5.513828464179289,13.481810114876726,31,1,1,-1.3897584439348798
A/Hawaii/25/2012,-7.841862985286917,15.21479619014194,-1,1,1,-1.24857439875203
A/Hawaii/30/2012,-8.632892189560998,15.79287529885742,-1,1,1,-1.1571460638416127
A/NewHampshire/11/2012,-8.287701319452811,15.518734494182516,-1,1,1,-1.2514757353410593
A/Quebec/06/2013,-11.323753865164152,17.45112036982604,-1,1,-1,-1.6035998639110063
A/Quebec/8118/2013,-8.260774205656144,15.4935081454845,-1,1,1,-1.2480751894874866
A/Zhongshan/02/2012,-4.773298520115625,14.200872144987084,31,1,1,-1.4527379424996822
A/Korea/KUMC-GR83/2011,-5.085244710988883,13.239783551927712,31,1,1,-1.2653836300843095
A/Korea/KUMC-GR14/2011,-9.227261730413788,16.100696520217404,-1,1,1,-1.2433163264915743
A/Korea/KUMC-GR570/2011,5.75965282721592,6.708772855455929,-1,1,1,-1.0634432016456046
A/Novosibirsk/59d/2012,-1.6056489497935205,8.422905244370321,-1,1,-1,-1.9761387893917248
A/Maine/05/2012,-1.2938110116925148,12.164650378502033,-1,1,1,-1.1100158132918874
A/Nevada/10/2012,-0.057084999000286275,11.155068425845098,-1,1,1,-1.1286814565214607
A/NewMexico/11/2012,-0.8559308922583543,11.941401877697194,-1,1,1,-1.0510374327004157
A/Wyoming/10/2012,-1.2646115002026357,12.159606269876619,-1,1,1,-1.112906344649184
A/Cambodia/V1012345/2011,-4.049334674400507,13.142332292283275,31,1,1,-0.9427931411458648
A/Cambodia/V1028352/2011,-2.1557422245658597,12.748808597431186,31,1,1,-1.1733922072558411
A/Cambodia/V1028340/2011,-4.50924673641366,13.3583968872735,31,1,1,-1.0319531528225367
A/Thailand/CU-B5898/2011,-14.683899541487285,19.20757045508627,-1,1,-1,-2.1730329671281647
